2025-11-28 13:07:58 [INFO] ================= Menjalankan GEN_GEMMA_7B ============================
2025-11-28 13:07:58 [INFO]     - experiment_config: type=dict, size=3, preview={'id': 'GEN_GEMMA_7B', 'active': 'True', 'llm': "{'provider': 'ollama', 'model': 'gemma:7b-instruct', 'max_tokens':..."}
2025-11-28 13:09:38 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Kompleksitas dan Persepsi Desain pengalaman...']
2025-11-28 13:09:38 [INFO]     - retrieved_ids: type=list, size=2, preview=[72, 71]
2025-11-28 13:09:38 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:09:39 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.009948750957846642, 0.04883056506514549, -0.008995946496725082]
2025-11-28 13:09:39 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.9152603149414062, 0.905153751373291]
2025-11-28 13:09:39 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.9152603149414062, 0.905153751373291]
2025-11-28 13:09:59 [INFO]     - question: type=str, size=89, preview=Apa yang dimaksud dengan desain...
2025-11-28 13:09:59 [INFO]     - groundtruth_answer: type=str, size=228, preview=Desain berpusat pada pengguna merupakan...
2025-11-28 13:09:59 [INFO]     - groundtruth_context: type=str, size=3344, preview=Pendekatan ini meningkatkan peluang keberhasilan...
2025-11-28 13:09:59 [INFO]     - faiss_top10: type=list, size=10, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Kompleksitas dan Persepsi Desain pengalaman...', 'Prototipe Wizard of Oz bermanfaat...']
2025-11-28 13:09:59 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Prototipe Wizard of Oz bermanfaat...', 'Pendekatan ini meningkatkan peluang keberhasilan...']
2025-11-28 13:09:59 [INFO]     - retrieved_ids: type=list, size=2, preview=[28, 72]
2025-11-28 13:09:59 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.003977387212216854, 0.03438473492860794, -0.008088466711342335]
2025-11-28 13:10:00 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:10:00 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.8848508596420288, 1.0000001192092896]
2025-11-28 13:10:00 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.8848508596420288, 1.0000001192092896]
2025-11-28 13:10:20 [INFO]     - question: type=str, size=99, preview=Mengapa penting untuk memiliki pemahaman...
2025-11-28 13:10:20 [INFO]     - groundtruth_answer: type=str, size=295, preview=Penting untuk memiliki pemahaman dasar...
2025-11-28 13:10:20 [INFO]     - groundtruth_context: type=str, size=3392, preview=Kompleksitas dan Persepsi Desain pengalaman...
2025-11-28 13:10:20 [INFO]     - faiss_top10: type=list, size=10, preview=['Kompleksitas dan Persepsi Desain pengalaman...', 'Pendekatan ini meningkatkan peluang keberhasilan...', 'Menghasilkan Ide dan Solusi Kreatif...']
2025-11-28 13:10:20 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Kompleksitas dan Persepsi Desain pengalaman...', 'Tokoh besar dalam bidang pengalaman...']
2025-11-28 13:10:20 [INFO]     - retrieved_ids: type=list, size=2, preview=[71, 76]
2025-11-28 13:10:21 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:10:21 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:10:21 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0, 0.8765331506729126]
2025-11-28 13:10:21 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0, 0.8765331506729126]
2025-11-28 13:10:41 [INFO]     - question: type=str, size=72, preview=Mengapa desain berpusat pada pengguna...
2025-11-28 13:10:41 [INFO]     - groundtruth_answer: type=str, size=361, preview=Desain berpusat pada pengguna penting...
2025-11-28 13:10:41 [INFO]     - groundtruth_context: type=str, size=3344, preview=Pendekatan ini meningkatkan peluang keberhasilan...
2025-11-28 13:10:41 [INFO]     - faiss_top10: type=list, size=10, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Kompleksitas dan Persepsi Desain pengalaman...', 'Standar ISO 9241-11 mendefinisikan usability...']
2025-11-28 13:10:41 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Standar ISO 9241-11 mendefinisikan usability...', 'Pendekatan ini meningkatkan peluang keberhasilan...']
2025-11-28 13:10:41 [INFO]     - retrieved_ids: type=list, size=2, preview=[81, 72]
2025-11-28 13:10:41 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.025668634101748466, 0.05721180513501167, -0.008709980174899101]
2025-11-28 13:10:42 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:10:42 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.9036033153533936, 1.0000001192092896]
2025-11-28 13:10:42 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.9036033153533936, 1.0000001192092896]
2025-11-28 13:11:02 [INFO]     - question: type=str, size=111, preview=Mengapa penggunaan prinsip UX secara...
2025-11-28 13:11:02 [INFO]     - groundtruth_answer: type=str, size=166, preview=Penggunaan prinsip UX secara tepat...
2025-11-28 13:11:02 [INFO]     - groundtruth_context: type=str, size=3344, preview=Pendekatan ini meningkatkan peluang keberhasilan...
2025-11-28 13:11:02 [INFO]     - faiss_top10: type=list, size=10, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Contoh: Kios informasi bandara mudah...', 'Standar ISO 9241-11 mendefinisikan usability...']
2025-11-28 13:11:02 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', '“Menjadi berpusat pada manusia memang...']
2025-11-28 13:11:02 [INFO]     - retrieved_ids: type=list, size=2, preview=[72, 29]
2025-11-28 13:11:02 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:11:02 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:11:02 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0000001192092896, 0.9152603149414062]
2025-11-28 13:11:02 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0000001192092896, 0.9152603149414062]
2025-11-28 13:11:23 [INFO]     - question: type=str, size=93, preview=Mengapa design thinking dianggap sebagai...
2025-11-28 13:11:23 [INFO]     - groundtruth_answer: type=str, size=680, preview=Design thinking dianggap sebagai pendekatan...
2025-11-28 13:11:23 [INFO]     - groundtruth_context: type=str, size=3297, preview=Wawasan ini akan memberi Anda...
2025-11-28 13:11:23 [INFO]     - faiss_top10: type=list, size=10, preview=['Wawasan ini akan memberi Anda...', 'Tokoh besar dalam bidang pengalaman...', 'Design thinking mendorong inovasi. Perusahaan...']
2025-11-28 13:11:23 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Wawasan ini akan memberi Anda...', 'Tokoh besar dalam bidang pengalaman...']
2025-11-28 13:11:23 [INFO]     - retrieved_ids: type=list, size=2, preview=[73, 76]
2025-11-28 13:11:23 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[-0.0062189772725105286, 0.050743211060762405, -0.001868015038780868]
2025-11-28 13:11:23 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[-0.0062189772725105286, 0.050743211060762405, -0.001868015038780868]
2025-11-28 13:11:23 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0000001192092896, 0.8989712595939636]
2025-11-28 13:11:23 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0000001192092896, 0.8989712595939636]
2025-11-28 13:11:44 [INFO]     - question: type=str, size=93, preview=Mengapa pola pikir yang terbangun...
2025-11-28 13:11:44 [INFO]     - groundtruth_answer: type=str, size=427, preview=Pola pikir yang terbangun dari...
2025-11-28 13:11:44 [INFO]     - groundtruth_context: type=str, size=3269, preview=• Ideate: Menantang asumsi dan...
2025-11-28 13:11:44 [INFO]     - faiss_top10: type=list, size=10, preview=['• Ideate: Menantang asumsi dan...', 'Para petugas darurat memperdebatkan apakah...', 'Tokoh besar dalam bidang pengalaman...']
2025-11-28 13:11:44 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['• Ideate: Menantang asumsi dan...', 'Para petugas darurat memperdebatkan apakah...']
2025-11-28 13:11:44 [INFO]     - retrieved_ids: type=list, size=2, preview=[74, 75]
2025-11-28 13:11:44 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.01589864492416382, 0.04670138657093048, -0.005131066311150789]
2025-11-28 13:11:44 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.01589864492416382, 0.04670138657093048, -0.005131066311150789]
2025-11-28 13:11:44 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0, 0.8847088813781738]
2025-11-28 13:11:44 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0, 0.8847088813781738]
2025-11-28 13:12:04 [INFO]     - question: type=str, size=127, preview=Bagaimana seorang desainer pengalaman pengguna...
2025-11-28 13:12:04 [INFO]     - groundtruth_answer: type=str, size=285, preview=Seorang desainer pengalaman pengguna dapat...
2025-11-28 13:12:04 [INFO]     - groundtruth_context: type=str, size=3392, preview=Kompleksitas dan Persepsi Desain pengalaman...
2025-11-28 13:12:04 [INFO]     - faiss_top10: type=list, size=10, preview=['Kompleksitas dan Persepsi Desain pengalaman...', 'Pendekatan ini meningkatkan peluang keberhasilan...', 'Agar sebuah desain berhasil, Anda...']
2025-11-28 13:12:04 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Kompleksitas dan Persepsi Desain pengalaman...', 'Pendekatan ini meningkatkan peluang keberhasilan...']
2025-11-28 13:12:04 [INFO]     - retrieved_ids: type=list, size=2, preview=[71, 72]
2025-11-28 13:12:05 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:12:05 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:12:05 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0, 0.9337872862815857]
2025-11-28 13:12:05 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0, 0.9337872862815857]
2025-11-28 13:12:25 [INFO]     - question: type=str, size=71, preview=Bagaimana cara menggunakan fase Empathize...
2025-11-28 13:12:25 [INFO]     - groundtruth_answer: type=str, size=108, preview=Cara menggunakan fase Empathize dalam...
2025-11-28 13:12:25 [INFO]     - groundtruth_context: type=str, size=3357, preview=Menghasilkan Ide dan Solusi Kreatif...
2025-11-28 13:12:25 [INFO]     - faiss_top10: type=list, size=10, preview=['Define Pada fase Define, tim...', 'Tahap 2: Define — Merumuskan...', 'Menghasilkan Ide dan Solusi Kreatif...']
2025-11-28 13:12:25 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Menghasilkan Ide dan Solusi Kreatif...', 'Define Pada fase Define, tim...']
2025-11-28 13:12:25 [INFO]     - retrieved_ids: type=list, size=2, preview=[77, 9]
2025-11-28 13:12:26 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[-0.0013971959706395864, 0.03619624301791191, -0.023224012926220894]
2025-11-28 13:12:26 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[-0.0013971959706395864, 0.03619624301791191, -0.023224012926220894]
2025-11-28 13:12:26 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.0, 0.9086272120475769]
2025-11-28 13:12:26 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.0, 0.9086272120475769]
2025-11-28 13:12:46 [INFO]     - question: type=str, size=101, preview=Bagaimana Anda dapat menggunakan card...
2025-11-28 13:12:46 [INFO]     - groundtruth_answer: type=str, size=168, preview=Anda dapat menggunakan card sorting...
2025-11-28 13:12:46 [INFO]     - groundtruth_context: type=str, size=1687, preview=“Desain yang baik adalah tentang...
2025-11-28 13:12:46 [INFO]     - faiss_top10: type=list, size=10, preview=['“Desain yang baik adalah tentang...', 'CARD SORTING GUIDELINES (Panduan Card...', 'Ini direkomendasikan jika Anda bekerja...']
2025-11-28 13:12:46 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['“Desain yang baik adalah tentang...', 'Ini direkomendasikan jika Anda bekerja...']
2025-11-28 13:12:46 [INFO]     - retrieved_ids: type=list, size=2, preview=[87, 49]
2025-11-28 13:12:46 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.030307576060295105, 0.047728896141052246, -0.021051082760095596]
2025-11-28 13:12:47 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.030307576060295105, 0.047728896141052246, -0.021051082760095596]
2025-11-28 13:12:47 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[1.000000238418579, 0.8622081279754639]
2025-11-28 13:12:47 [INFO]     - semantic_scores_current: type=list, size=2, preview=[1.000000238418579, 0.8622081279754639]
2025-11-28 13:13:07 [INFO]     - question: type=str, size=117, preview=Bagaimana interaction designer dapat menggunakan...
2025-11-28 13:13:07 [INFO]     - groundtruth_answer: type=str, size=196, preview=Interaction designer dapat menggunakan elemen...
2025-11-28 13:13:07 [INFO]     - groundtruth_context: type=str, size=3378, preview=Teknik teknik ini berasal dari...
2025-11-28 13:13:07 [INFO]     - faiss_top10: type=list, size=10, preview=['Teknik teknik ini berasal dari...', 'Manusia sangat bergantung pada visual;...', 'Saat ragu, tetaplah sederhana dan...']
2025-11-28 13:13:07 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Contoh: Kios informasi bandara mudah...', 'Manusia sangat bergantung pada visual;...']
2025-11-28 13:13:07 [INFO]     - retrieved_ids: type=list, size=2, preview=[5, 91]
2025-11-28 13:13:07 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.01781211607158184, 0.0526067353785038, -0.013052796013653278]
2025-11-28 13:13:07 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.014545814134180546, 0.055441685020923615, -0.012909738346934319]
2025-11-28 13:13:07 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.8846466541290283, 0.9075092077255249]
2025-11-28 13:13:07 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.8846466541290283, 0.9075092077255249]
2025-11-28 13:13:28 [INFO]     - question: type=str, size=130, preview=Bagaimana visualisasi informasi dapat digunakan...
2025-11-28 13:13:28 [INFO]     - groundtruth_answer: type=str, size=202, preview=Visualisasi informasi dapat digunakan untuk...
2025-11-28 13:13:28 [INFO]     - groundtruth_context: type=str, size=3435, preview=Penggunaan Umum Visualisasi Informasi Terdapat...
2025-11-28 13:13:28 [INFO]     - faiss_top10: type=list, size=10, preview=['Penggunaan Umum Visualisasi Informasi Terdapat...', 'Misalnya, bayangkan dua eksperimen: dalam...', 'Kabar baiknya, Anda tidak perlu...']
2025-11-28 13:13:28 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Misalnya, bayangkan dua eksperimen: dalam...', 'Penggunaan Umum Visualisasi Informasi Terdapat...']
2025-11-28 13:13:28 [INFO]     - retrieved_ids: type=list, size=2, preview=[97, 96]
2025-11-28 13:13:28 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[-0.011480847373604774, 0.0492212139070034, -0.022507132962346077]
2025-11-28 13:13:28 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.006741724908351898, 0.044849053025245667, -0.018605494871735573]
2025-11-28 13:13:28 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.8799352049827576, 1.0000001192092896]
2025-11-28 13:13:28 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.8799352049827576, 1.0000001192092896]
2025-11-28 13:13:49 [INFO]     - question: type=str, size=128, preview=Analisis bagaimana desain berpusat pada...
2025-11-28 13:13:49 [INFO]     - groundtruth_answer: type=str, size=929, preview=Desain berpusat pada pengguna dan...
2025-11-28 13:13:49 [INFO]     - groundtruth_context: type=str, size=3297, preview=Wawasan ini akan memberi Anda...
2025-11-28 13:13:49 [INFO]     - faiss_top10: type=list, size=10, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Menghasilkan Ide dan Solusi Kreatif...', 'Misalnya, survei daring dapat digunakan...']
2025-11-28 13:13:49 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Tokoh besar dalam bidang pengalaman...', 'Pendekatan ini meningkatkan peluang keberhasilan...']
2025-11-28 13:13:49 [INFO]     - retrieved_ids: type=list, size=2, preview=[76, 72]
2025-11-28 13:13:49 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[-0.024442385882139206, 0.04059648886322975, -0.01749202236533165]
2025-11-28 13:13:49 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[-0.0062189772725105286, 0.050743211060762405, -0.001868015038780868]
2025-11-28 13:13:49 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.8989712595939636, 0.9048848748207092]
2025-11-28 13:13:49 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.8989712595939636, 0.9048848748207092]
2025-11-28 13:14:10 [INFO]     - question: type=str, size=143, preview=Analisis hubungan antara peran desainer...
2025-11-28 13:14:10 [INFO]     - groundtruth_answer: type=str, size=339, preview=Peran desainer UX dalam menyelidiki...
2025-11-28 13:14:10 [INFO]     - groundtruth_context: type=str, size=3414, preview=“Menjadi berpusat pada manusia memang...
2025-11-28 13:14:10 [INFO]     - faiss_top10: type=list, size=10, preview=['“Menjadi berpusat pada manusia memang...', 'Kompleksitas dan Persepsi Desain pengalaman...', 'Pendekatan ini meningkatkan peluang keberhasilan...']
2025-11-28 13:14:10 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Kompleksitas dan Persepsi Desain pengalaman...', '“Menjadi berpusat pada manusia memang...']
2025-11-28 13:14:10 [INFO]     - retrieved_ids: type=list, size=2, preview=[71, 29]
2025-11-28 13:14:10 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:14:10 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.009948750957846642, 0.04883056506514549, -0.008995946496725082]
2025-11-28 13:14:10 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.905153751373291, 1.0]
2025-11-28 13:14:10 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.905153751373291, 1.0]
2025-11-28 13:14:30 [INFO]     - question: type=str, size=177, preview=Analisis bagaimana desain pengalaman pengguna...
2025-11-28 13:14:30 [INFO]     - groundtruth_answer: type=str, size=269, preview=Desain pengalaman pengguna berperan dalam...
2025-11-28 13:14:30 [INFO]     - groundtruth_context: type=str, size=3392, preview=Kompleksitas dan Persepsi Desain pengalaman...
2025-11-28 13:14:30 [INFO]     - faiss_top10: type=list, size=10, preview=['Menghasilkan Ide dan Solusi Kreatif...', 'Pendekatan ini meningkatkan peluang keberhasilan...', 'Kompleksitas dan Persepsi Desain pengalaman...']
2025-11-28 13:14:31 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Pendekatan ini meningkatkan peluang keberhasilan...', 'Kompleksitas dan Persepsi Desain pengalaman...']
2025-11-28 13:14:31 [INFO]     - retrieved_ids: type=list, size=2, preview=[72, 71]
2025-11-28 13:14:31 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.011666758917272091, 0.028048671782016754, -0.01795608177781105]
2025-11-28 13:14:31 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[0.006878691725432873, 0.05218082293868065, -0.010217273607850075]
2025-11-28 13:14:31 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.9337872862815857, 1.0]
2025-11-28 13:14:31 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.9337872862815857, 1.0]
2025-11-28 13:14:51 [INFO]     - question: type=str, size=142, preview=Analisis bagaimana design thinking, sebagai...
2025-11-28 13:14:51 [INFO]     - groundtruth_answer: type=str, size=276, preview=Design thinking dapat berkontribusi pada...
2025-11-28 13:14:51 [INFO]     - groundtruth_context: type=str, size=3297, preview=Wawasan ini akan memberi Anda...
2025-11-28 13:14:51 [INFO]     - faiss_top10: type=list, size=10, preview=['Menghasilkan Ide dan Solusi Kreatif...', 'Wawasan ini akan memberi Anda...', '“Menjadi berpusat pada manusia memang...']
2025-11-28 13:14:51 [INFO]     - retrieved_after_rerank: type=list, size=2, preview=['Prototipe Wizard of Oz bermanfaat...', 'Contoh: Kios informasi bandara mudah...']
2025-11-28 13:14:51 [INFO]     - retrieved_ids: type=list, size=2, preview=[28, 5]
2025-11-28 13:14:52 [INFO]     - retrieved_embs: type=ndarray, size=(2, 768), preview=[0.003977387212216854, 0.03438473492860794, -0.008088466711342335]
2025-11-28 13:14:52 [INFO]     - gt_emb: type=ndarray, size=(768,), preview=[-0.0062189772725105286, 0.050743211060762405, -0.001868015038780868]
2025-11-28 13:14:52 [INFO]     - sims chunk grountruth vs chunk retrieved: type=list, size=2, preview=[0.8813577890396118, 0.8828359842300415]
2025-11-28 13:14:52 [INFO]     - semantic_scores_current: type=list, size=2, preview=[0.8813577890396118, 0.8828359842300415]
